,cluster,label,# communities,# onto,frames,synsets,framesynset triplets,adj/adv w/o frame,noun/verb w/o frame,communities,docs
53,53,Hostile_encounter,9,3,"frame:Hostile_encounter: 11
frame:Statement: 10
frame:Appointing: 8
frame:Obviousness: 4
frame:Range: 3
frame:Intentionally_create: 2
frame:Coming_up_with: 2
frame:Success_or_failure: 2
frame:Operating_a_system: 2
frame:Submitting_documents: 2
frame:Text_creation: 2
frame:Cause_to_start: 2
frame:Building: 2
frame:Creating: 2
frame:Successful_action: 2
frame:Communication_manner: 2
frame:Filling: 2
frame:Membership: 2
frame:Evidence: 2
frame:Verification: 2
frame:Adorning: 2
frame:People: 1
frame:Eclipse: 1
frame:First_rank: 1
frame:Inclusion: 1
frame:Make_cognitive_connection: 1
frame:Importance: 1
frame:Questioning: 1
frame:Relating_concepts: 1
frame:Containing: 1
frame:Hiding_objects: 1
frame:Purpose: 1
frame:Emotion_directed: 1
frame:Assessing: 1
frame:Project: 1
frame:Expertise: 1
frame:Type: 1
frame:Collaboration: 1
frame:Topic: 1
frame:Documents: 1
","wn30:synset-conflict-noun-1: 11
wn30:synset-propose-verb-1: 8
wn30:synset-delegate-verb-2: 8
wn30:synset-by-adverb-1: 6
wn30:synset-paper-noun-1: 6
wn30:synset-reviewer-noun-1: 6
wn30:synset-block-noun-1: 5
wn30:synset-visible-adjective-1: 4
wn30:synset-position-noun-3: 3
wn30:synset-member-noun-1: 2
wn30:synset-cover-verb-1: 2
wn30:synset-confirm-verb-1: 2
wn30:synset-pull_off-verb-3: 2
wn30:synset-writer-noun-1: 2
wn30:synset-make-verb-3: 2
wn30:synset-organize-verb-4: 2
wn30:synset-talk-verb-2: 2
wn30:synset-submit-verb-1: 2
wn30:synset-chair-noun-1: 2
wn30:synset-refuse-verb-1: 2
wn30:synset-chief-adjectivesatellite-1: 1
wn30:synset-coauthor-noun-1: 1
wn30:synset-document-noun-1: 1
wn30:synset-person-noun-1: 1
wn30:synset-associate-verb-1: 1
wn30:synset-ask-verb-1: 1
wn30:synset-evaluate-verb-2: 1
wn30:synset-self-noun-1: 1
wn30:synset-interest-noun-1: 1
wn30:synset-type-noun-1: 1
wn30:synset-in-adverb-1: 1
wn30:synset-plan-noun-1: 1
wn30:synset-refer-verb-2: 1
wn30:synset-collaborate-verb-1: 1
wn30:synset-preferable-adjectivesatellite-1: 1
wn30:synset-hide-verb-1: 1
wn30:synset-predilection-noun-1: 1
wn30:synset-incorporate-verb-2: 1
","wn30:synset-conflict-noun-1 - frame:Hostile_encounter - frame:Event: 11
wn30:synset-propose-verb-1 - frame:Statement: 8
wn30:synset-delegate-verb-2 - frame:Appointing - frame:Event: 8
wn30:synset-visible-adjective-1 - frame:Obviousness - frame:Attributes: 4
wn30:synset-position-noun-3 - frame:Range: 3
wn30:synset-cover-verb-1 - frame:Filling - frame:Event: 2
wn30:synset-confirm-verb-1 - frame:Verification - frame:Scrutiny: 2
wn30:synset-cover-verb-1 - frame:Adorning: 2
wn30:synset-member-noun-1 - frame:Membership - frame:Being_included: 2
wn30:synset-make-verb-3 - frame:Cause_to_start - frame:Event: 2
wn30:synset-pull_off-verb-3 - frame:Successful_action: 2
wn30:synset-confirm-verb-1 - frame:Evidence: 2
wn30:synset-make-verb-3 - frame:Intentionally_create - frame:Event: 2
wn30:synset-talk-verb-2 - frame:Text_creation - frame:Event: 2
wn30:synset-talk-verb-2 - frame:Communication_manner - frame:Event: 2
wn30:synset-talk-verb-2 - frame:Statement: 2
wn30:synset-pull_off-verb-3 - frame:Success_or_failure: 2
wn30:synset-make-verb-3 - frame:Creating - frame:Event: 2
wn30:synset-submit-verb-1 - frame:Submitting_documents - frame:Event: 2
wn30:synset-make-verb-3 - frame:Coming_up_with: 2
wn30:synset-pull_off-verb-3 - frame:Operating_a_system - frame:Event: 2
wn30:synset-make-verb-3 - frame:Building - frame:Event: 2
wn30:synset-chief-adjectivesatellite-1 - frame:Importance: 1
wn30:synset-incorporate-verb-2 - frame:Inclusion: 1
wn30:synset-hide-verb-1 - frame:Eclipse: 1
wn30:synset-incorporate-verb-2 - frame:Containing - frame:Stateframe:Relation: 1
wn30:synset-associate-verb-1 - frame:Make_cognitive_connection: 1
wn30:synset-ask-verb-1 - frame:Questioning: 1
wn30:synset-person-noun-1 - frame:People - frame:Entity: 1
wn30:synset-chief-adjectivesatellite-1 - frame:Expertise - frame:Attributes: 1
wn30:synset-associate-verb-1 - frame:Relating_concepts - frame:Cognitive_connection: 1
wn30:synset-interest-noun-1 - frame:Emotion_directed: 1
wn30:synset-refer-verb-2 - frame:Topic: 1
wn30:synset-collaborate-verb-1 - frame:Collaboration - frame:Eventframe:Reciprocality: 1
wn30:synset-plan-noun-1 - frame:Purpose: 1
wn30:synset-evaluate-verb-2 - frame:Assessing - frame:Cogitation: 1
wn30:synset-hide-verb-1 - frame:Hiding_objects - frame:Event: 1
wn30:synset-document-noun-1 - frame:Documents - frame:Entity: 1
wn30:synset-chief-adjectivesatellite-1 - frame:First_rank: 1
wn30:synset-type-noun-1 - frame:Type: 1
wn30:synset-plan-noun-1 - frame:Project: 1
","wn30:synset-by-adverb-1: 6
wn30:synset-preferable-adjectivesatellite-1: 1
wn30:synset-in-adverb-1: 1
","wn30:synset-paper-noun-1: 6
wn30:synset-reviewer-noun-1: 6
wn30:synset-block-noun-1: 5
wn30:synset-chair-noun-1: 2
wn30:synset-organize-verb-4: 2
wn30:synset-writer-noun-1: 2
wn30:synset-refuse-verb-1: 2
wn30:synset-predilection-noun-1: 1
wn30:synset-coauthor-noun-1: 1
wn30:synset-self-noun-1: 1
","inferred_paperdyne8
inferred_paperdyne14
inferred_paperdyne15
inferred_paperdyne12
inferred_paperdyne7
inferred_paperdyne5
inferred_paperdyne1
inferred_cmt-219
inferred_MyReview-21
","assigned By views covered coauthors With covers has Conflict Type judges contains assigns proposes member Of speaks Members manages organised submitted relates is In submits spoken organises conflict Viewed block Assigning To Reviewer visible created cooperates creates managed proposed
Author Paper Proposed Conflict block Assigning To Reviewer visible By conflict
proposes views Main Author Proposed Conflict proposed By
proposed By Hidden Conflict Program Comitee Chair
Self Conflict Paper block Assigning To Reviewer
refused By confirmes refuses Paper confirmed visible Reviewer block Assigning To Pending Proposed Conflict
Paper Confirmed Conflict Reviewer block Assigning To visible By relates
Document Person has Conflict Of Interest
has Conflicted Paper asks For Preference Chair paper Is Assigned To Reviewer Preferred"
54,54,synset-paper-noun-1,6,3,"frame:Attempt_suasion: 2
frame:Desiring: 1
frame:Submitting_documents: 1
","wn30:synset-paper-noun-1: 7
wn30:synset-Idaho-noun-1: 3
wn30:synset-recommend-verb-1: 2
wn30:synset-title-noun-1: 1
wn30:synset-submit-verb-1: 1
wn30:synset-by-adverb-1: 1
wn30:synset-volition-noun-1: 1
wn30:synset-decision-noun-1: 1
wn30:synset-writer-noun-1: 1
","wn30:synset-recommend-verb-1 - frame:Attempt_suasion - frame:Event: 2
wn30:synset-submit-verb-1 - frame:Submitting_documents - frame:Event: 1
wn30:synset-volition-noun-1 - frame:Desiring - frame:Experiencer_focus: 1
","wn30:synset-by-adverb-1: 1
","wn30:synset-paper-noun-1: 7
wn30:synset-Idaho-noun-1: 3
wn30:synset-title-noun-1: 1
wn30:synset-decision-noun-1: 1
wn30:synset-writer-noun-1: 1
","inferred_OpenConf18
inferred_OpenConf11
inferred_OpenConf16
inferred_cmt-212
inferred_cmt-29
inferred_MyReview-24
","will advocate to by Advocated Paper Advocate
Paper Id Submitted
Students Paper
Paper paper ID
Paper has Decision
has Title Author Paper ID"
55,55,Containing - Inclusion,2,2,"frame:Containing: 3
frame:Inclusion: 3
","wn30:synset-incorporate-verb-2: 3
wn30:synset-in-adverb-1: 1
wn30:synset-review-verb-1: 1
wn30:synset-paper-noun-1: 1
wn30:synset-proceeding-noun-1: 1
wn30:synset-evaluation-noun-1: 1
wn30:synset-volume-noun-1: 1
","wn30:synset-incorporate-verb-2 - frame:Inclusion: 3
wn30:synset-incorporate-verb-2 - frame:Containing - frame:Stateframe:Relation: 3
","wn30:synset-in-adverb-1: 1
","wn30:synset-paper-noun-1: 1
wn30:synset-review-verb-1: 1
wn30:synset-proceeding-noun-1: 1
wn30:synset-evaluation-noun-1: 1
wn30:synset-volume-noun-1: 1
","inferred_MyReview-221
inferred_ekaw4
","contains Evaluation is Contained In Review
volume Contains Paper Proceedings"
56,56,Event,12,5,"frame:Event: 13
frame:Evidence: 2
frame:Verification: 2
frame:Gizmo: 1
frame:Cognitive_connection: 1
frame:Referring_by_name: 1
frame:People: 1
frame:Membership: 1
frame:Cardinal_numbers: 1
frame:Labeling: 1
frame:Identicality: 1
frame:Simple_naming: 1
frame:Emotion_directed: 1
frame:Being_named: 1
frame:Possession: 1
frame:Discussion: 1
frame:Relation: 1
","wn30:synset-event-noun-1: 13
wn30:synset-confirm-verb-1: 2
wn30:synset-presentation-noun-1: 2
wn30:synset-by-adverb-1: 2
wn30:synset-specify-verb-3: 2
wn30:synset-menu-noun-1: 1
wn30:synset-part-noun-1: 1
wn30:synset-academic-adjective-1: 1
wn30:synset-follow-verb-1: 1
wn30:synset-person-noun-1: 1
wn30:synset-electronic_mail-noun-1: 1
wn30:synset-URL-noun-1: 1
wn30:synset-name-verb-1: 1
wn30:synset-inverse-adjectivesatellite-1: 1
wn30:synset-session-noun-1: 1
wn30:synset-administrative-adjective-1: 1
wn30:synset-conference-noun-1: 1
wn30:synset-meal-noun-1: 1
wn30:synset-seven-noun-1: 1
wn30:synset-program-noun-5: 1
wn30:synset-blessing-noun-1: 1
wn30:synset-accepted-adjectivesatellite-1: 1
wn30:synset-related-adjective-1: 1
wn30:synset-working-adjectivesatellite-1: 1
wn30:synset-concerned-adjective-1: 1
wn30:synset-paper-noun-1: 1
wn30:synset-apparatus-noun-1: 1
wn30:synset-belong-verb-1: 1
wn30:synset-parallel-adjective-1: 1
wn30:synset-be-verb-2: 1
","wn30:synset-event-noun-1 - frame:Event - frame:State: 13
wn30:synset-confirm-verb-1 - frame:Verification - frame:Scrutiny: 2
wn30:synset-confirm-verb-1 - frame:Evidence: 2
wn30:synset-name-verb-1 - frame:Simple_naming: 1
wn30:synset-seven-noun-1 - frame:Cardinal_numbers: 1
wn30:synset-concerned-adjective-1 - frame:Emotion_directed: 1
wn30:synset-name-verb-1 - frame:Being_named: 1
wn30:synset-name-verb-1 - frame:Labeling - frame:Referring_by_name: 1
wn30:synset-person-noun-1 - frame:People - frame:Entity: 1
wn30:synset-name-verb-1 - frame:Referring_by_name: 1
wn30:synset-be-verb-2 - frame:Identicality - frame:Relation: 1
wn30:synset-conference-noun-1 - frame:Discussion - frame:Reciprocality: 1
wn30:synset-related-adjective-1 - frame:Cognitive_connection: 1
wn30:synset-belong-verb-1 - frame:Possession: 1
wn30:synset-apparatus-noun-1 - frame:Gizmo: 1
wn30:synset-related-adjective-1 - frame:Relation - frame:Locale: 1
wn30:synset-part-noun-1 - frame:Membership - frame:Being_included: 1
","wn30:synset-by-adverb-1: 2
wn30:synset-academic-adjective-1: 1
wn30:synset-administrative-adjective-1: 1
wn30:synset-accepted-adjectivesatellite-1: 1
wn30:synset-parallel-adjective-1: 1
wn30:synset-working-adjectivesatellite-1: 1
wn30:synset-inverse-adjectivesatellite-1: 1
","wn30:synset-specify-verb-3: 2
wn30:synset-presentation-noun-1: 2
wn30:synset-menu-noun-1: 1
wn30:synset-program-noun-5: 1
wn30:synset-session-noun-1: 1
wn30:synset-paper-noun-1: 1
wn30:synset-follow-verb-1: 1
wn30:synset-blessing-noun-1: 1
wn30:synset-electronic_mail-noun-1: 1
wn30:synset-URL-noun-1: 1
wn30:synset-meal-noun-1: 1
","inferred_Cocus-211
inferred_Cocus-29
inferred_Cocus-210
inferred_Cocus-212
inferred_confOf5
inferred_edas9
inferred_edas17
inferred_edas13
inferred_edas18
inferred_crs_dr8
inferred_ekaw18
inferred_ekaw14
","Event Tracks conists of
Event Approval Email confirmed by confirm
Event define defined by Setup
concerned Event URL
Administrative event has Event parallel with Working follows
has Programme belongs To Event Conference
Meal Menu Event has is Of
for Event has Call Academic
Paper Presentation Accepted related To Event
has enddate event startdate
has Event Individual Presentation Session
inverse of part Of 7 Event has"
57,57,synset-electronic_mail-noun-1,4,3,"frame:People: 4
frame:Topic: 1
","wn30:synset-electronic_mail-noun-1: 5
wn30:synset-person-noun-1: 4
wn30:synset-by-adverb-1: 2
wn30:synset-title-noun-1: 1
wn30:synset-summary-noun-1: 1
wn30:synset-paper-noun-1: 1
wn30:synset-detail-noun-1: 1
wn30:synset-subject-noun-1: 1
wn30:synset-modify-verb-1: 1
","wn30:synset-person-noun-1 - frame:People - frame:Entity: 4
wn30:synset-subject-noun-1 - frame:Topic: 1
","wn30:synset-by-adverb-1: 2
","wn30:synset-electronic_mail-noun-1: 5
wn30:synset-title-noun-1: 1
wn30:synset-summary-noun-1: 1
wn30:synset-paper-noun-1: 1
wn30:synset-detail-noun-1: 1
wn30:synset-modify-verb-1: 1
","inferred_Cocus-24
inferred_Cocus-25
inferred_cmt-220
inferred_PCS4
","Person modified by Detail
Person recieved by Email
Person email
Summary PERSON E-mail Email Title Paper Subject of email"
58,58,Intentionally_act,3,3,"frame:Intentionally_act: 4
frame:Scrutiny: 2
frame:Education_teaching: 1
frame:People_by_vocation: 1
","wn30:synset-oversee-verb-1: 2
wn30:synset-activity-noun-1: 2
wn30:synset-perform-verb-1: 2
wn30:synset-by-adverb-1: 2
wn30:synset-conduct-verb-1: 2
wn30:synset-human-adjective-1: 1
wn30:synset-monitor-verb-1: 1
wn30:synset-scholar-noun-1: 1
wn30:synset-follow-verb-1: 1
wn30:synset-university-noun-1: 1
wn30:synset-survey-noun-1: 1
wn30:synset-writer-noun-1: 1
wn30:synset-at-noun-2: 1
","wn30:synset-activity-noun-1 - frame:Intentionally_act - frame:Event: 2
wn30:synset-perform-verb-1 - frame:Intentionally_act - frame:Event: 2
wn30:synset-scholar-noun-1 - frame:People_by_vocation - frame:Entity: 1
wn30:synset-survey-noun-1 - frame:Scrutiny: 1
wn30:synset-monitor-verb-1 - frame:Scrutiny: 1
wn30:synset-scholar-noun-1 - frame:Education_teaching - frame:Event: 1
","wn30:synset-by-adverb-1: 2
wn30:synset-human-adjective-1: 1
","wn30:synset-oversee-verb-1: 2
wn30:synset-conduct-verb-1: 2
wn30:synset-university-noun-1: 1
wn30:synset-follow-verb-1: 1
wn30:synset-writer-noun-1: 1
wn30:synset-at-noun-2: 1
","inferred_confious-231
inferred_confOf12
inferred_MICRO5
","is supervised by monitored supervises followed human performed performs activity
University Scholar study At
is Conducted By conducts Activity Author"
59,59,Cause_change_of_position_on_a_scale - Commutative_process - Cause_to_be_included,3,2,"frame:Cause_change_of_position_on_a_scale: 5
frame:Commutative_process: 5
frame:Cause_to_be_included: 5
frame:People: 1
frame:Membership: 1
frame:Purpose: 1
frame:Placing: 1
frame:Removing: 1
frame:Organization: 1
frame:Causation: 1
frame:Documents: 1
frame:Project: 1
","wn30:synset-add-verb-1: 5
wn30:synset-by-adverb-1: 2
wn30:synset-put-verb-1: 1
wn30:synset-administrator-noun-1: 1
wn30:synset-committee-noun-1: 1
wn30:synset-soap-noun-3: 1
wn30:synset-member-noun-1: 1
wn30:synset-document-noun-1: 1
wn30:synset-plan-noun-1: 1
wn30:synset-person-noun-1: 1
wn30:synset-remove-verb-1: 1
wn30:synset-writer-noun-1: 1
","wn30:synset-add-verb-1 - frame:Cause_to_be_included - frame:Event: 5
wn30:synset-add-verb-1 - frame:Commutative_process: 5
wn30:synset-add-verb-1 - frame:Cause_change_of_position_on_a_scale - frame:Event: 5
wn30:synset-plan-noun-1 - frame:Purpose: 1
wn30:synset-put-verb-1 - frame:Causation - frame:Event: 1
wn30:synset-person-noun-1 - frame:People - frame:Entity: 1
wn30:synset-committee-noun-1 - frame:Organization - frame:Aggregate: 1
wn30:synset-member-noun-1 - frame:Membership - frame:Being_included: 1
wn30:synset-document-noun-1 - frame:Documents - frame:Entity: 1
wn30:synset-plan-noun-1 - frame:Project: 1
wn30:synset-remove-verb-1 - frame:Removing - frame:Event: 1
wn30:synset-put-verb-1 - frame:Placing - frame:Event: 1
","wn30:synset-by-adverb-1: 2
","wn30:synset-writer-noun-1: 1
wn30:synset-administrator-noun-1: 1
wn30:synset-soap-noun-3: 1
","inferred_Cocus-23
inferred_Cocus-220
inferred_cmt-23
","added by add Person
add remove Author
Administrator added By set Max Papers Program Committee Member add"
60,60,State_continue - People - Existence - Measure_volume - Containers,2,1,"frame:State_continue: 2
frame:People: 2
frame:Existence: 2
frame:Measure_volume: 2
frame:Containers: 2
frame:Locale: 1
frame:Buildings: 1
","wn30:synset-in-adverb-1: 2
wn30:synset-stay-verb-1: 2
wn30:synset-person-noun-1: 2
wn30:synset-can-noun-1: 2
wn30:synset-hotel-noun-1: 1
wn30:synset-topographic_point-noun-1: 1
","wn30:synset-person-noun-1 - frame:People - frame:Entity: 2
wn30:synset-stay-verb-1 - frame:Existence - frame:State: 2
wn30:synset-can-noun-1 - frame:Measure_volume - frame:Measures: 2
wn30:synset-can-noun-1 - frame:Containers: 2
wn30:synset-stay-verb-1 - frame:State_continue: 2
wn30:synset-hotel-noun-1 - frame:Buildings - frame:Entity: 1
wn30:synset-topographic_point-noun-1 - frame:Locale - frame:Locale: 1
","wn30:synset-in-adverb-1: 2
","
","inferred_sigkdd4
inferred_sigkdd5
","can stay in Place Person
can stay in Hotel Person"
61,61,Institutions - Businesses,1,1,"frame:Institutions: 1
frame:Businesses: 1
","wn30:synset-academic-adjective-1: 1
wn30:synset-by-adverb-1: 1
wn30:synset-scientifically-adverb-1: 1
wn30:synset-institution-noun-1: 1
wn30:synset-organized-adjectivesatellite-3: 1
","wn30:synset-institution-noun-1 - frame:Institutions - frame:Aggregate: 1
wn30:synset-institution-noun-1 - frame:Businesses: 1
","wn30:synset-academic-adjective-1: 1
wn30:synset-by-adverb-1: 1
wn30:synset-scientifically-adverb-1: 1
wn30:synset-organized-adjectivesatellite-3: 1
","
","inferred_ekaw2
",scientifically Organises Academic Institution Organised By
62,62,Success_or_failure - Operating_a_system - Successful_action,4,2,"frame:Success_or_failure: 4
frame:Operating_a_system: 4
frame:Successful_action: 4
frame:Intentionally_act: 3
frame:Emotion_directed: 3
frame:Means: 2
frame:Purpose: 2
frame:Discussion: 2
frame:Project: 2
frame:Gizmo: 1
frame:Custom: 1
frame:Hostile_encounter: 1
frame:Organization: 1
frame:Obviousness: 1
","wn30:synset-pull_off-verb-3: 4
wn30:synset-chair-noun-1: 2
wn30:synset-paper-noun-1: 2
wn30:synset-perform-verb-1: 2
wn30:synset-by-adverb-1: 2
wn30:synset-plan-noun-1: 2
wn30:synset-procedure-noun-1: 2
wn30:synset-conference-noun-1: 2
wn30:synset-concerned-adjective-1: 2
wn30:synset-visible-adjective-1: 1
wn30:synset-activity-noun-1: 1
wn30:synset-committee-noun-1: 1
wn30:synset-conflict-noun-1: 1
wn30:synset-view-noun-3: 1
wn30:synset-apparatus-noun-1: 1
wn30:synset-abstract-adjective-1: 1
wn30:synset-interest-noun-1: 1
wn30:synset-convention-noun-2: 1
","wn30:synset-pull_off-verb-3 - frame:Success_or_failure: 4
wn30:synset-pull_off-verb-3 - frame:Operating_a_system - frame:Event: 4
wn30:synset-pull_off-verb-3 - frame:Successful_action: 4
wn30:synset-plan-noun-1 - frame:Purpose: 2
wn30:synset-concerned-adjective-1 - frame:Emotion_directed: 2
wn30:synset-conference-noun-1 - frame:Discussion - frame:Reciprocality: 2
wn30:synset-procedure-noun-1 - frame:Means: 2
wn30:synset-perform-verb-1 - frame:Intentionally_act - frame:Event: 2
wn30:synset-plan-noun-1 - frame:Project: 2
wn30:synset-visible-adjective-1 - frame:Obviousness - frame:Attributes: 1
wn30:synset-committee-noun-1 - frame:Organization - frame:Aggregate: 1
wn30:synset-activity-noun-1 - frame:Intentionally_act - frame:Event: 1
wn30:synset-conflict-noun-1 - frame:Hostile_encounter - frame:Event: 1
wn30:synset-convention-noun-2 - frame:Custom: 1
wn30:synset-apparatus-noun-1 - frame:Gizmo: 1
wn30:synset-interest-noun-1 - frame:Emotion_directed: 1
","wn30:synset-by-adverb-1: 2
wn30:synset-abstract-adjective-1: 1
","wn30:synset-chair-noun-1: 2
wn30:synset-paper-noun-1: 2
wn30:synset-view-noun-3: 1
","inferred_paperdyne20
inferred_confious-247
inferred_confious-224
inferred_confious-227
","Program Comitee Chair Conflict Of Interest views managed By Rules manages visible
abstract of paper is concerned
managing of conference process setup paper is concerned confernce
managing of conference process is performed by performs activity Program Committee Chair"
63,63,People - Contacting - Being_employed - Speak_on_topic - Businesses,1,1,"frame:People: 1
frame:Contacting: 1
frame:Being_employed: 1
frame:Speak_on_topic: 1
frame:Businesses: 1
","wn30:synset-acronym-noun-1: 1
wn30:synset-company-noun-1: 1
wn30:synset-mail-verb-1: 1
wn30:synset-lecture-noun-1: 1
wn30:synset-person-noun-1: 1
wn30:synset-work-noun-1: 1
","wn30:synset-person-noun-1 - frame:People - frame:Entity: 1
wn30:synset-work-noun-1 - frame:Being_employed: 1
wn30:synset-mail-verb-1 - frame:Contacting - frame:Event: 1
wn30:synset-lecture-noun-1 - frame:Speak_on_topic: 1
wn30:synset-company-noun-1 - frame:Businesses: 1
","
","wn30:synset-acronym-noun-1: 1
","inferred_MICRO12
",has Acronym works For Company Person Mail Lecture
64,64,Organization - Assistance - Supply,1,1,"frame:Organization: 1
frame:Assistance: 1
frame:Supply: 1
","wn30:synset-organization-noun-1: 1
wn30:synset-sponsorship-noun-1: 1
wn30:synset-by-adverb-1: 1
wn30:synset-provide-verb-2: 1
wn30:synset-supplier-noun-1: 1
","wn30:synset-organization-noun-1 - frame:Organization - frame:Aggregate: 1
wn30:synset-supplier-noun-1 - frame:Supply - frame:Event: 1
wn30:synset-provide-verb-2 - frame:Assistance - frame:Event: 1
","wn30:synset-by-adverb-1: 1
","wn30:synset-sponsorship-noun-1: 1
","inferred_edas10
",is Provider Of provided By Sponsorship Organization
65,65,Statement - Chatting - Talking_into,2,2,"frame:Statement: 2
frame:Chatting: 2
frame:Talking_into: 2
frame:Activity_ready_state: 1
","wn30:synset-talk-verb-1: 2
wn30:synset-lend-verb-1: 2
wn30:synset-invite-verb-1: 1
wn30:synset-paper-noun-1: 1
wn30:synset-ready-adjective-1: 1
wn30:synset-speaker-noun-1: 1
wn30:synset-camera-noun-1: 1
wn30:synset-presentation-noun-1: 1
","wn30:synset-talk-verb-1 - frame:Statement: 2
wn30:synset-talk-verb-1 - frame:Chatting - frame:Reciprocality: 2
wn30:synset-talk-verb-1 - frame:Talking_into - frame:Event: 2
wn30:synset-ready-adjective-1 - frame:Activity_ready_state - frame:State: 1
","
","wn30:synset-lend-verb-1: 2
wn30:synset-invite-verb-1: 1
wn30:synset-paper-noun-1: 1
wn30:synset-speaker-noun-1: 1
wn30:synset-camera-noun-1: 1
wn30:synset-presentation-noun-1: 1
","inferred_conference-232
inferred_ekaw13
","Invited speaker talk contributes
Contributed Talk Camera Ready Paper presentation Of"
66,66,Required_event - Needing - Have_as_requirement,1,1,"frame:Required_event: 2
frame:Needing: 2
frame:Have_as_requirement: 2
","wn30:synset-necessitate-verb-1: 2
wn30:synset-delegate-verb-1: 1
","wn30:synset-necessitate-verb-1 - frame:Have_as_requirement - frame:Contingency: 2
wn30:synset-necessitate-verb-1 - frame:Needing: 2
wn30:synset-necessitate-verb-1 - frame:Required_event: 2
","
","wn30:synset-delegate-verb-1: 1
","inferred_iasted3
",Viza is needed for Delegate need
67,67,Type - Submitting_documents,3,2,"frame:Type: 2
frame:Submitting_documents: 2
frame:Placing: 1
frame:Arranging: 1
","wn30:synset-content-noun-1: 2
wn30:synset-type-noun-1: 2
wn30:synset-paper-noun-1: 1
wn30:synset-submission-noun-1: 1
wn30:synset-format-verb-1: 1
wn30:synset-file-verb-1: 1
","wn30:synset-type-noun-1 - frame:Type: 2
wn30:synset-format-verb-1 - frame:Arranging - frame:Event: 1
wn30:synset-file-verb-1 - frame:Submitting_documents - frame:Event: 1
wn30:synset-file-verb-1 - frame:Placing - frame:Event: 1
wn30:synset-submission-noun-1 - frame:Submitting_documents - frame:Event: 1
","
","wn30:synset-content-noun-1: 2
wn30:synset-paper-noun-1: 1
","inferred_OpenConf10
inferred_linklings13
inferred_linklings14
","is Type Format Paper File
has Content Type
Content Submission has"
68,68,Expensiveness,2,1,"frame:Expensiveness: 2
frame:Amounting_to: 1
","wn30:synset-cost-noun-1: 2
wn30:synset-sponsorship-noun-1: 2
wn30:synset-currency-noun-1: 1
wn30:synset-sum-noun-1: 1
","wn30:synset-cost-noun-1 - frame:Expensiveness: 2
wn30:synset-sum-noun-1 - frame:Amounting_to: 1
","
","wn30:synset-sponsorship-noun-1: 2
wn30:synset-currency-noun-1: 1
","inferred_edas11
inferred_edas12
","Sponsorship has Cost Currency
Sponsorship has Cost Amount"
69,69,Membership,5,4,"frame:Membership: 7
frame:Discussion: 4
frame:Statement: 2
frame:Intentionally_act: 1
frame:Containing: 1
frame:Creating: 1
frame:Event: 1
frame:Inclusion: 1
frame:Organization: 1
frame:Text: 1
","wn30:synset-part-noun-1: 7
wn30:synset-conference-noun-1: 4
wn30:synset-volume-noun-1: 4
wn30:synset-paper-noun-1: 2
wn30:synset-mention-noun-1: 2
wn30:synset-technically-adverb-2: 1
wn30:synset-activity-noun-1: 1
wn30:synset-in-adverb-1: 1
wn30:synset-committee-noun-1: 1
wn30:synset-form-verb-1: 1
wn30:synset-session-noun-1: 1
wn30:synset-by-adverb-1: 1
wn30:synset-event-noun-1: 1
wn30:synset-incorporate-verb-2: 1
wn30:synset-article-noun-1: 1
wn30:synset-abstract-adjective-1: 1
wn30:synset-organize-verb-4: 1
","wn30:synset-part-noun-1 - frame:Membership - frame:Being_included: 7
wn30:synset-conference-noun-1 - frame:Discussion - frame:Reciprocality: 4
wn30:synset-mention-noun-1 - frame:Statement: 2
wn30:synset-committee-noun-1 - frame:Organization - frame:Aggregate: 1
wn30:synset-event-noun-1 - frame:Event - frame:State: 1
wn30:synset-activity-noun-1 - frame:Intentionally_act - frame:Event: 1
wn30:synset-form-verb-1 - frame:Creating - frame:Event: 1
wn30:synset-incorporate-verb-2 - frame:Inclusion: 1
wn30:synset-article-noun-1 - frame:Text - frame:Entity: 1
wn30:synset-incorporate-verb-2 - frame:Containing - frame:Stateframe:Relation: 1
","wn30:synset-technically-adverb-2: 1
wn30:synset-abstract-adjective-1: 1
wn30:synset-in-adverb-1: 1
wn30:synset-by-adverb-1: 1
","wn30:synset-volume-noun-1: 4
wn30:synset-paper-noun-1: 2
wn30:synset-session-noun-1: 1
wn30:synset-organize-verb-4: 1
","inferred_conference-228
inferred_MICRO1
inferred_crs_dr2
inferred_ekaw1
inferred_ekaw17
","is part of conference volumes has parts Conference volume
Activity organizes Conference Organizing Committee is Part Of
abstract has article part of
volume Contains Paper paper In Volume references technically Organised By part Of has Part referenced
Conference Session part Of Event"
