,cluster,label,docs,# communities,# onto,frequent frames,frequent synsets,frequent framesynset triplets,frequent adj/adv w/o frame,frequent noun/verb w/o frame,communities,docss
83,83,Manufacturing - Political_locales - Building - Discussion - Arriving,"is visited by Conference building situated in Delegate state
is visited by Conference building situated in Delegate city",2,1,"frame:Manufacturing: 2
frame:Political_locales: 2
frame:Building: 2
frame:Discussion: 2
frame:Arriving: 2
","wn30:synset-by-adverb-1: 2
wn30:synset-visit-verb-1: 2
wn30:synset-construct-verb-1: 2
wn30:synset-delegate-verb-1: 2
wn30:synset-in-adverb-1: 2
wn30:synset-conference-noun-1: 2
wn30:synset-situate-verb-1: 2
","wn30:synset-visit-verb-1 - frame:Arriving - frame:Event: 2
wn30:synset-construct-verb-1 - frame:Building - frame:Event: 2
wn30:synset-conference-noun-1 - frame:Discussion - frame:Reciprocality: 2
wn30:synset-construct-verb-1 - frame:Manufacturing - frame:Event: 2
","wn30:synset-in-adverb-1: 2
wn30:synset-by-adverb-1: 2
","wn30:synset-delegate-verb-1: 2
wn30:synset-situate-verb-1: 2
","inferred_iasted26
inferred_iasted28
","is visited by Conference building situated in Delegate state
is visited by Conference building situated in Delegate city"
84,84,synset-administrator-noun-1 - synset-generate-verb-1,"generate Report Administrator
generate Electronic proceeding Administrator",2,1,"frame:Statement: 1
frame:Reporting: 1
","wn30:synset-administrator-noun-1: 2
wn30:synset-generate-verb-1: 2
","wn30:synset-report-verb-1 - frame:Statement: 1
wn30:synset-report-verb-1 - frame:Reporting: 1
","wn30:synset-electronic-adjective-1: 1
","wn30:synset-administrator-noun-1: 2
wn30:synset-generate-verb-1: 2
","inferred_PCS3
inferred_PCS2
","generate Report Administrator
generate Electronic proceeding Administrator"
85,85,synset-yield-verb-1,"Session chair is given to Brief introduction for obtain
is given by Author give Brief introduction for Session chair",2,1,"frame:Duration_attribute: 2
","wn30:synset-yield-verb-1: 3
wn30:synset-brief-adjectivesatellite-1: 2
wn30:synset-chair-noun-1: 2
wn30:synset-session-noun-1: 2
wn30:synset-introduction-noun-1: 2
","wn30:synset-brief-adjectivesatellite-1 - frame:Duration_attribute: 2
","wn30:synset-by-adverb-1: 1
","wn30:synset-yield-verb-1: 3
wn30:synset-chair-noun-1: 2
wn30:synset-session-noun-1: 2
wn30:synset-introduction-noun-1: 2
","inferred_iasted46
inferred_iasted48
","Session chair is given to Brief introduction for obtain
is given by Author give Brief introduction for Session chair"
86,86,Appointing,"Administrator Role assign assigned by
Paper Administrator has Been Assigned assigned To read By Reviewer assign
External Reviewer assign assigned By",3,2,"frame:Appointing: 7
","wn30:synset-delegate-verb-2: 7
wn30:synset-by-adverb-1: 3
","wn30:synset-delegate-verb-2 - frame:Appointing - frame:Event: 7
","wn30:synset-by-adverb-1: 3
","wn30:synset-administrator-noun-1: 2
wn30:synset-reviewer-noun-1: 2
","inferred_Cocus-219
inferred_cmt-213
inferred_cmt-217
","Administrator Role assign assigned by
Paper Administrator has Been Assigned assigned To read By Reviewer assign
External Reviewer assign assigned By"
87,87,Discussion,"Activity expected Attendance Conference annual Order
is held after Activity conference Conference days
is held before Conference days Activity conference",3,2,"frame:Discussion: 5
frame:Intentionally_act: 3
frame:Measure_duration: 2
frame:Timespan: 2
frame:Calendric_unit: 2
frame:Relative_time: 2
","wn30:synset-conference-noun-1: 5
wn30:synset-activity-noun-1: 3
wn30:synset-day-noun-1: 2
wn30:synset-hold-verb-3: 2
","wn30:synset-conference-noun-1 - frame:Discussion - frame:Reciprocality: 5
wn30:synset-activity-noun-1 - frame:Intentionally_act - frame:Event: 3
wn30:synset-day-noun-1 - frame:Calendric_unit - frame:Location_in_time: 2
wn30:synset-day-noun-1 - frame:Measure_duration - frame:Measures: 2
wn30:synset-day-noun-1 - frame:Timespan: 2
","wn30:synset-annual-adjective-1: 1
","wn30:synset-hold-verb-3: 2
","inferred_MICRO6
inferred_iasted60
inferred_iasted62
","Activity expected Attendance Conference annual Order
is held after Activity conference Conference days
is held before Conference days Activity conference"
88,88,Timespan - Time_vector - Relative_time,"is present Time One day presenter
is held before Activity Time go through Item after
is sent before present Item Time Person after",3,1,"frame:Timespan: 4
frame:Time_vector: 4
frame:Relative_time: 4
frame:Event_instance: 3
frame:Location_in_time: 3
","wn30:synset-time-noun-1: 3
wn30:synset-earlier-adverb-1: 2
wn30:synset-present-adjective-1: 2
wn30:synset-subsequently-adverb-1: 2
wn30:synset-item-noun-1: 2
","wn30:synset-time-noun-1 - frame:Timespan: 3
wn30:synset-time-noun-1 - frame:Location_in_time: 3
wn30:synset-time-noun-1 - frame:Event_instance - frame:Instance: 3
wn30:synset-earlier-adverb-1 - frame:Relative_time - frame:Relation: 2
wn30:synset-subsequently-adverb-1 - frame:Relative_time - frame:Relation: 2
wn30:synset-present-adjective-1 - frame:Time_vector - frame:Relation: 2
wn30:synset-subsequently-adverb-1 - frame:Time_vector - frame:Relation: 2
","wn30:synset-through-adverb-1: 1
","wn30:synset-item-noun-1: 2
","inferred_iasted21
inferred_iasted19
inferred_iasted18
","is present Time One day presenter
is held before Activity Time go through Item after
is sent before present Item Time Person after"
89,89,synset-reviewer-noun-1 - synset-review-verb-1,"owns
Reviewer belongs to a review reference Review preference Topic reviewers
Reviewer has a review expertise Submitted contribution Review belongs to reviewers",3,2,"frame:Possession: 3
","wn30:synset-reviewer-noun-1: 4
wn30:synset-review-verb-1: 4
wn30:synset-angstrom-noun-1: 2
wn30:synset-belong-verb-1: 2
","wn30:synset-belong-verb-1 - frame:Possession: 2
","
","wn30:synset-review-verb-1: 4
wn30:synset-reviewer-noun-1: 4
","inferred_Cocus-223
inferred_conference-225
inferred_conference-211
","owns
Reviewer belongs to a review reference Review preference Topic reviewers
Reviewer has a review expertise Submitted contribution Review belongs to reviewers"
90,90,Submitting_documents,"Main Author Co- coauthors With
Contribution File Author submits Main submitted By
is stored in Paper File Submitted
User recieved by submited submit Document
Submitted contribution has a submitted Review expertise
has Preferred Topic Research Main Paper Reviewer Secondary",6,5,"frame:Submitting_documents: 8
frame:Expertise: 4
frame:First_rank: 3
frame:Importance: 3
","wn30:synset-submit-verb-1: 6
wn30:synset-chief-adjectivesatellite-1: 3
wn30:synset-writer-noun-1: 2
wn30:synset-contribution-noun-2: 2
wn30:synset-file-verb-1: 2
wn30:synset-by-adverb-1: 2
wn30:synset-paper-noun-1: 2
","wn30:synset-submit-verb-1 - frame:Submitting_documents - frame:Event: 6
wn30:synset-chief-adjectivesatellite-1 - frame:Expertise - frame:Attributes: 3
wn30:synset-chief-adjectivesatellite-1 - frame:Importance: 3
wn30:synset-chief-adjectivesatellite-1 - frame:First_rank: 3
","wn30:synset-by-adverb-1: 2
","wn30:synset-paper-noun-1: 2
wn30:synset-writer-noun-1: 2
","inferred_paperdyne16
inferred_paperdyne17
inferred_OpenConf9
inferred_Cocus-214
inferred_conference-212
inferred_MyReview-218
","Main Author Co- coauthors With
Contribution File Author submits Main submitted By
is stored in Paper File Submitted
User recieved by submited submit Document
Submitted contribution has a submitted Review expertise
has Preferred Topic Research Main Paper Reviewer Secondary"
91,91,Using,"has tutorials Tutorial Conference volume
human is employed in institute
Tutorial Proposal applies To
Worksop Proposal applies To Work Shop",4,3,"frame:Using: 3
frame:Statement: 2
","wn30:synset-use-verb-1: 3
wn30:synset-tutorial-noun-1: 3
wn30:synset-proposal-noun-1: 2
","wn30:synset-use-verb-1 - frame:Using - frame:Event: 3
wn30:synset-proposal-noun-1 - frame:Statement: 2
","wn30:synset-human-adjective-1: 1
wn30:synset-in-adverb-1: 1
","wn30:synset-tutorial-noun-1: 3
","inferred_conference-27
inferred_confious-234
inferred_MICRO14
inferred_MICRO15
","has tutorials Tutorial Conference volume
human is employed in institute
Tutorial Proposal applies To
Worksop Proposal applies To Work Shop"
92,92,Time_period_of_action - Discussion,"Program Comitee Chair switches Phase Of Conference Preparation
conference phase of is in",2,2,"frame:Time_period_of_action: 2
frame:Discussion: 2
","wn30:synset-phase-noun-1: 2
wn30:synset-conference-noun-1: 2
","wn30:synset-conference-noun-1 - frame:Discussion - frame:Reciprocality: 2
wn30:synset-phase-noun-1 - frame:Time_period_of_action - frame:Timespan: 2
","wn30:synset-in-adverb-1: 1
","wn30:synset-switch_over-verb-1: 1
wn30:synset-chair-noun-1: 1
wn30:synset-preparation-noun-1: 1
","inferred_paperdyne13
inferred_confious-225
","Program Comitee Chair switches Phase Of Conference Preparation
conference phase of is in"
93,93,synset-paper-noun-1,"bidding of reviewer paper Program Committee member human is performed by concerned activity intensity has
Program Committee member automatically assign paper Automatic Paper Assignment
assign paper is followed by Program Committee member Chair human performed assignment lower tier reviewing process
Senior Program Committee member is followed by human performed upper tier reviewing process checked in notification lower
Program Committee member Manual Paper Assignment manually assign paper
is followed by human performed Contact Person paper assignment submission process",6,1,"frame:Project: 5
frame:Intentionally_act: 5
frame:Membership: 5
frame:Organization: 5
frame:Purpose: 5
frame:Being_obligated: 4
frame:Means: 3
frame:Appointing: 3
","wn30:synset-paper-noun-1: 7
wn30:synset-plan-noun-1: 5
wn30:synset-member-noun-1: 5
wn30:synset-committee-noun-1: 5
wn30:synset-perform-verb-1: 4
wn30:synset-human-adjective-1: 4
wn30:synset-assignment-noun-1: 4
wn30:synset-by-adverb-1: 4
wn30:synset-delegate-verb-2: 3
wn30:synset-follow-verb-1: 3
wn30:synset-procedure-noun-1: 3
","wn30:synset-committee-noun-1 - frame:Organization - frame:Aggregate: 5
wn30:synset-plan-noun-1 - frame:Purpose: 5
wn30:synset-plan-noun-1 - frame:Project: 5
wn30:synset-member-noun-1 - frame:Membership - frame:Being_included: 5
wn30:synset-perform-verb-1 - frame:Intentionally_act - frame:Event: 4
wn30:synset-assignment-noun-1 - frame:Being_obligated: 4
wn30:synset-delegate-verb-2 - frame:Appointing - frame:Event: 3
wn30:synset-procedure-noun-1 - frame:Means: 3
","wn30:synset-by-adverb-1: 4
wn30:synset-human-adjective-1: 4
","wn30:synset-paper-noun-1: 7
wn30:synset-follow-verb-1: 3
","inferred_confious-248
inferred_confious-218
inferred_confious-235
inferred_confious-242
inferred_confious-220
inferred_confious-239
","bidding of reviewer paper Program Committee member human is performed by concerned activity intensity has
Program Committee member automatically assign paper Automatic Paper Assignment
assign paper is followed by Program Committee member Chair human performed assignment lower tier reviewing process
Senior Program Committee member is followed by human performed upper tier reviewing process checked in notification lower
Program Committee member Manual Paper Assignment manually assign paper
is followed by human performed Contact Person paper assignment submission process"
94,94,Buildings - Building_subparts - Discussion,"Conference building is situated in Delegate occupied by Session room
Conference building is situated in hall",2,1,"frame:Buildings: 2
frame:Building_subparts: 2
frame:Discussion: 2
","wn30:synset-building-noun-1: 2
wn30:synset-in-adverb-1: 2
wn30:synset-conference-noun-1: 2
wn30:synset-situate-verb-1: 2
","wn30:synset-building-noun-1 - frame:Buildings - frame:Entity: 2
wn30:synset-conference-noun-1 - frame:Discussion - frame:Reciprocality: 2
","wn30:synset-in-adverb-1: 2
","wn30:synset-situate-verb-1: 2
","inferred_iasted27
inferred_iasted51
","Conference building is situated in Delegate occupied by Session room
Conference building is situated in hall"
95,95,Causation - Gizmo - Placing - Process_end - Discussion,"end date of conference setup sets
conference setup end date of full paper submission sets
end date of abstract submission conference setup sets",3,1,"frame:Causation: 3
frame:Gizmo: 3
frame:Placing: 3
frame:Process_end: 3
frame:Discussion: 3
","wn30:synset-end-verb-1: 3
wn30:synset-apparatus-noun-1: 3
wn30:synset-date-noun-1: 3
wn30:synset-put-verb-1: 3
wn30:synset-conference-noun-1: 3
","wn30:synset-put-verb-1 - frame:Placing - frame:Event: 3
wn30:synset-apparatus-noun-1 - frame:Gizmo: 3
wn30:synset-end-verb-1 - frame:Process_end - frame:Event: 3
wn30:synset-conference-noun-1 - frame:Discussion - frame:Reciprocality: 3
wn30:synset-put-verb-1 - frame:Causation - frame:Event: 3
","wn30:synset-abstract-adjective-1: 1
","wn30:synset-date-noun-1: 3
","inferred_confious-29
inferred_confious-229
inferred_confious-27
","end date of conference setup sets
conference setup end date of full paper submission sets
end date of abstract submission conference setup sets"
96,96,synset-publisher-noun-1,"has an ISBN a publisher Publisher Conference proceedings
Publisher issues Conference proceedings",2,1,"frame:Discussion: 2
","wn30:synset-publisher-noun-1: 3
wn30:synset-angstrom-noun-1: 2
wn30:synset-proceeding-noun-1: 2
wn30:synset-conference-noun-1: 2
","wn30:synset-conference-noun-1 - frame:Discussion - frame:Reciprocality: 2
","
","wn30:synset-publisher-noun-1: 3
wn30:synset-angstrom-noun-1: 2
wn30:synset-proceeding-noun-1: 2
","inferred_conference-222
inferred_conference-223
","has an ISBN a publisher Publisher Conference proceedings
Publisher issues Conference proceedings"
97,97,Sign - Activity_prepare,"need is prepared by used needed for writen made from send signed given to obtain prepare Item sent sign Person write
Author is prepared by Speaker prepare Transparency
Record of attendance is situated in Listener signed by Session room sign",3,1,"frame:Sign: 4
frame:Activity_prepare: 4
frame:Causation: 3
frame:Have_as_requirement: 2
frame:Sending: 2
frame:Needing: 2
frame:Required_event: 2
","wn30:synset-fix-verb-12: 4
wn30:synset-sign-noun-1: 4
wn30:synset-by-adverb-1: 3
wn30:synset-necessitate-verb-1: 2
wn30:synset-send-verb-1: 2
","wn30:synset-fix-verb-12 - frame:Activity_prepare: 4
wn30:synset-sign-noun-1 - frame:Sign - frame:Event: 4
wn30:synset-send-verb-1 - frame:Causation - frame:Event: 2
wn30:synset-send-verb-1 - frame:Sending: 2
wn30:synset-necessitate-verb-1 - frame:Needing: 2
wn30:synset-necessitate-verb-1 - frame:Have_as_requirement - frame:Contingency: 2
wn30:synset-necessitate-verb-1 - frame:Required_event: 2
","wn30:synset-by-adverb-1: 3
","wn30:synset-hearer-noun-1: 1
wn30:synset-speaker-noun-1: 1
wn30:synset-situate-verb-1: 1
wn30:synset-writer-noun-1: 1
wn30:synset-transparency-noun-2: 1
wn30:synset-item-noun-1: 1
wn30:synset-session-noun-1: 1
wn30:synset-yield-verb-1: 1
","inferred_iasted17
inferred_iasted49
inferred_iasted34
","need is prepared by used needed for writen made from send signed given to obtain prepare Item sent sign Person write
Author is prepared by Speaker prepare Transparency
Record of attendance is situated in Listener signed by Session room sign"
98,98,Causation - Buildings - Relative_time - Sending,"is sent before Registation deadline Registration form
is sent before Hotel registration form Deadline hotel reservation",2,1,"frame:Causation: 2
frame:Buildings: 2
frame:Relative_time: 2
frame:Sending: 2
","wn30:synset-send-verb-1: 2
wn30:synset-deadline-noun-1: 2
wn30:synset-registration-noun-1: 2
wn30:synset-earlier-adverb-1: 2
wn30:synset-hotel-noun-1: 2
wn30:synset-form-noun-1: 2
","wn30:synset-send-verb-1 - frame:Sending: 2
wn30:synset-send-verb-1 - frame:Causation - frame:Event: 2
wn30:synset-earlier-adverb-1 - frame:Relative_time - frame:Relation: 2
wn30:synset-hotel-noun-1 - frame:Buildings - frame:Entity: 2
","
","wn30:synset-form-noun-1: 2
wn30:synset-deadline-noun-1: 2
wn30:synset-registration-noun-1: 2
","inferred_iasted9
inferred_iasted79
","is sent before Registation deadline Registration form
is sent before Hotel registration form Deadline hotel reservation"
99,99,Adjusting,adjusted By Reviewer adjust Bid,1,1,"frame:Adjusting: 2
","wn30:synset-adjust-verb-1: 2
","wn30:synset-adjust-verb-1 - frame:Adjusting - frame:Event: 2
","wn30:synset-by-adverb-1: 1
","wn30:synset-offer-verb-7: 1
wn30:synset-reviewer-noun-1: 1
","inferred_cmt-216
",adjusted By Reviewer adjust Bid
